year,scenario,supply_scenario,allocation_scenario,historical_trend_frontier_run_flop,projected_largest_frontier_run_flop,gap_ratio,log10_gap
2034,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,5.793508462797016e+32,7.525064041092357e+28,0.00012988785792606528,-3.886431445402532
2034,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,5.793508462797016e+32,1.8016665196423394e+28,3.109802171191656e-05,-4.507267237562398
2035,power_datacenter_bottleneck × allocation_base,power_datacenter_bottleneck,allocation_base,3.4612726463825627e+33,1.8664979070077032e+28,5.392519161870745e-06,-5.268208302993161
2035,power_datacenter_bottleneck × allocation_inference_heavy,power_datacenter_bottleneck,allocation_inference_heavy,3.4612726463825627e+33,7.1413832963773e+27,2.06322472280272e-06,-5.685453466860586
2035,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,3.4612726463825627e+33,8.854851561319773e+28,2.5582646806440212e-05,-4.592054524987712
2035,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,3.4612726463825627e+33,2.016833520742201e+28,5.826855399126183e-06,-5.234565759349492
2036,power_datacenter_bottleneck × allocation_base,power_datacenter_bottleneck,allocation_base,2.0679021027635115e+34,2.025139263451355e+28,9.793206654923322e-07,-6.009075080973757
2036,power_datacenter_bottleneck × allocation_inference_heavy,power_datacenter_bottleneck,allocation_inference_heavy,2.0679021027635115e+34,7.404257893880116e+27,3.58056500062802e-07,-6.4460484377990825
2036,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,2.0679021027635115e+34,1.045915520893071e+29,5.057858007375331e-06,-5.29603336705942
2036,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,2.0679021027635115e+34,2.261630461124753e+28,1.0936835250094026e-06,-5.96110832994581
2037,power_datacenter_bottleneck × allocation_base,power_datacenter_bottleneck,allocation_base,1.2354470576257277e+35,2.19601297813256e+28,1.77750472153201e-07,-6.750189236993372
2037,power_datacenter_bottleneck × allocation_inference_heavy,power_datacenter_bottleneck,allocation_inference_heavy,1.2354470576257277e+35,7.631811121776247e+27,6.177368001865657e-08,-7.209196525840708
2037,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,1.2354470576257277e+35,1.2410102656885025e+29,1.0045029918752375e-06,-5.998048765383655
2037,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,1.2354470576257277e+35,2.541731824710848e+28,2.0573377135200987e-07,-6.686694412690388
2038,power_datacenter_bottleneck × allocation_base,power_datacenter_bottleneck,allocation_base,7.38105266277502e+35,2.3802051726495e+28,3.22475029158595e-08,-7.4915039093031295
2038,power_datacenter_bottleneck × allocation_inference_heavy,power_datacenter_bottleneck,allocation_inference_heavy,7.38105266277502e+35,7.812179583804146e+27,1.0584099505485762e-08,-7.975346085819776
2038,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,7.38105266277502e+35,1.4805442889397182e+29,2.0058714611353076e-07,-6.69769690058192
2038,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,7.38105266277502e+35,2.8645492484793397e+28,3.880949478827277e-08,-7.411062010753761
2039,power_datacenter_bottleneck × allocation_base,power_datacenter_bottleneck,allocation_base,4.4097347655962956e+36,2.5790748703882656e+28,5.848594093480624e-09,-8.232948518674055
2039,power_datacenter_bottleneck × allocation_inference_heavy,power_datacenter_bottleneck,allocation_inference_heavy,4.4097347655962956e+36,7.930839287516797e+27,1.798484423460414e-09,-8.74509331922133
2039,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,4.4097347655962956e+36,1.7780963749088383e+29,4.032207081435202e-08,-7.394457171995269
2039,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,4.4097347655962956e+36,3.2400426957228043e+28,7.347477496834614e-09,-8.133861735369745
2040,power_datacenter_bottleneck × allocation_base,power_datacenter_bottleneck,allocation_base,2.634551139428872e+37,2.7944165692044666e+28,1.0606803289497926e-09,-8.974415485365142
2040,power_datacenter_bottleneck × allocation_inference_heavy,power_datacenter_bottleneck,allocation_inference_heavy,2.634551139428872e+37,7.969815527142864e+27,3.0251132376464673e-10,-9.519258363965378
2040,power_datacenter_bottleneck × allocation_training_race,power_datacenter_bottleneck,allocation_training_race,2.634551139428872e+37,2.1530954760046892e+29,8.172532481079284e-09,-8.087643344675342
2040,power_datacenter_bottleneck × allocation_rnd_acceleration,power_datacenter_bottleneck,allocation_rnd_acceleration,2.634551139428872e+37,3.682054773540003e+28,1.3976023157926678e-09,-8.854616388409253
