year,supply_scenario,allocation_scenario,combined_scenario,usable_compute_flop_year,inference_share,training_share,ai_rnd_experiment_share,post_training_share,safety_eval_share,reserved_idle_fragmented_share,inference_compute_flop_year,training_compute_flop_year,ai_rnd_experiment_compute_flop_year,post_training_compute_flop_year,safety_eval_compute_flop_year,reserved_idle_fragmented_compute_flop_year,frontier_lab_training_share,frontier_lab_training_compute_flop_year,largest_run_concentration,cluster_contiguity_factor,largest_frontier_run_flop,frontier_run_share_of_total_compute,binding_constraint
2039,capex_rich,allocation_training_race,capex_rich × allocation_training_race,2.540584206322244e+31,0.455,0.347,0.118,0.04,0.02,0.02,1.155965813876621e+31,8.815827195938186e+30,2.9978893634602475e+30,1.0162336825288976e+30,5.081168412644488e+29,5.081168412644488e+29,0.655,5.774366813339512e+30,0.155,0.95,8.502755132642432e+29,0.03346771625,chip
2039,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,2.540584206322244e+31,0.55,0.182,0.198,0.04,0.01,0.02,1.3973213134772342e+31,4.623863255506484e+30,5.030356728518043e+30,1.0162336825288976e+30,2.540584206322244e+29,5.081168412644488e+29,0.555,2.566244106806099e+30,0.07500000000000001,0.805,1.5493698794841827e+29,0.006098478750000002,chip
2040,capex_rich,allocation_base,capex_rich × allocation_base,2.891929195372396e+31,0.65,0.18,0.1,0.04,0.01,0.02,1.8797539769920573e+31,5.205472551670312e+30,2.891929195372396e+30,1.1567716781489584e+30,2.891929195372396e+29,5.783858390744792e+29,0.55,2.8630099034186717e+30,0.05,0.85,1.2167792089529355e+29,0.0042075,chip
2040,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,2.891929195372396e+31,0.78,0.1,0.06,0.03,0.01,0.02,2.2557047723904687e+31,2.891929195372396e+30,1.7351575172234374e+30,8.675787586117187e+29,2.891929195372396e+29,5.783858390744792e+29,0.5,1.445964597686198e+30,0.03,0.8,3.4703150344468753e+28,0.0012000000000000001,chip
2040,capex_rich,allocation_training_race,capex_rich × allocation_training_race,2.891929195372396e+31,0.45,0.35,0.12,0.04,0.02,0.02,1.3013681379175782e+31,1.0121752183803385e+31,3.470315034446875e+30,1.1567716781489584e+30,5.783858390744792e+29,5.783858390744792e+29,0.65,6.5791389194722e+30,0.15,0.95,9.375272960247883e+29,0.03241874999999999,chip
2040,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,2.891929195372396e+31,0.55,0.18,0.2,0.04,0.01,0.02,1.5905610574548178e+31,5.205472551670312e+30,5.783858390744792e+30,1.1567716781489584e+30,2.891929195372396e+29,5.783858390744792e+29,0.55,2.8630099034186717e+30,0.07,0.8,1.6032855459144567e+29,0.005544000000000001,chip
2024,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,3.830375421818185e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.1067064820000017e+28,1.1491126265454554e+28,3.064300337454548e+27,1.532150168727274e+27,3.830375421818185e+26,7.66075084363637e+26,0.65,7.46923207254546e+27,0.2,0.9,1.344461773058183e+27,0.0351,capex
2024,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,3.830375421818185e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.1067064820000017e+28,1.1491126265454554e+28,3.064300337454548e+27,1.532150168727274e+27,3.830375421818185e+26,7.66075084363637e+26,0.65,7.46923207254546e+27,0.15,0.85,9.523270892495461e+26,0.024862499999999996,capex
2024,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,3.830375421818185e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.1067064820000017e+28,1.1491126265454554e+28,3.064300337454548e+27,1.532150168727274e+27,3.830375421818185e+26,7.66075084363637e+26,0.7,8.043788385818187e+27,0.2,0.95,1.5283197933054554e+27,0.03989999999999999,capex
2024,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.830375421818185e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.1067064820000017e+28,1.1491126265454554e+28,3.064300337454548e+27,1.532150168727274e+27,3.830375421818185e+26,7.66075084363637e+26,0.65,7.46923207254546e+27,0.2,0.9,1.344461773058183e+27,0.0351,capex
2025,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.0966345118303756e+29,0.5583333333333333,0.29,0.08333333333333334,0.04,0.01,0.018333333333333333,6.122876024386264e+28,3.180240084308089e+28,9.138620931919798e+27,4.386538047321502e+27,1.0966345118303755e+27,2.0104966050223553e+27,0.6416666666666667,2.0406540540976905e+28,0.18333333333333335,0.9,3.36707918926119e+27,0.030703750000000005,capex
2025,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,1.0966345118303756e+29,0.5750000000000001,0.27999999999999997,0.07666666666666666,0.03833333333333333,0.01,0.02,6.30564844302466e+28,3.070576633125051e+28,8.407531257366212e+27,4.203765628683106e+27,1.0966345118303755e+27,2.193269023660751e+27,0.6333333333333333,1.9446985343125323e+28,0.13666666666666666,0.85,2.2590914640263915e+27,0.020600222222222218,capex
2025,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.0966345118303756e+29,0.5416666666666667,0.30333333333333334,0.08333333333333334,0.04,0.011666666666666667,0.02,5.940103605747869e+28,3.326458019218806e+28,9.138620931919798e+27,4.386538047321502e+27,1.2794069304687716e+27,2.193269023660751e+27,0.7,2.328520613453164e+28,0.2,0.95,4.424189165561011e+27,0.04034333333333333,capex
2025,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.0966345118303756e+29,0.55,0.2833333333333333,0.09666666666666666,0.04,0.01,0.02,6.031489815067066e+28,3.1071311168527305e+28,1.0600800281026963e+28,4.386538047321502e+27,1.0966345118303755e+27,2.193269023660751e+27,0.6416666666666667,1.993742466647169e+28,0.18666666666666668,0.8916666666666667,3.318473572263844e+27,0.03026052469135803,capex
2026,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.229595829911197e+29,0.5666666666666667,0.27999999999999997,0.08666666666666667,0.04,0.01,0.016666666666666666,1.2634376369496783e+29,6.242868323751352e+28,1.9323163859230376e+28,8.918383319644789e+27,2.2295958299111972e+27,3.7159930498519953e+27,0.6333333333333333,3.9538166050425227e+28,0.16666666666666669,0.9,5.930724907563785e+27,0.026600000000000002,capex
2026,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,2.229595829911197e+29,0.6,0.26,0.07333333333333333,0.03666666666666667,0.01,0.02,1.3377574979467182e+29,5.796949157769112e+28,1.635036941934878e+28,8.17518470967439e+27,2.2295958299111972e+27,4.4591916598223944e+27,0.6166666666666667,3.5747853139576195e+28,0.12333333333333334,0.85,3.747566604132238e+27,0.01680827777777778,capex
2026,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,2.229595829911197e+29,0.5333333333333333,0.30666666666666664,0.08666666666666667,0.04,0.013333333333333334,0.02,1.1891177759526385e+29,6.837427211727671e+28,1.9323163859230376e+28,8.918383319644789e+27,2.972794439881596e+27,4.4591916598223944e+27,0.7,4.78619904820937e+28,0.2,0.95,9.093778191597802e+27,0.040786666666666666,capex
2026,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.229595829911197e+29,0.55,0.26666666666666666,0.11333333333333334,0.04,0.01,0.02,1.2262777064511585e+29,5.9455888797631924e+28,2.526875273899357e+28,8.918383319644789e+27,2.2295958299111972e+27,4.4591916598223944e+27,0.6333333333333333,3.765539623850022e+28,0.17333333333333334,0.8833333333333333,5.765459557405923e+27,0.02585876543209877,capex
2027,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,3.839016978724164e+29,0.575,0.27,0.09,0.04,0.01,0.015,2.2074347627663942e+29,1.0365345842555244e+29,3.455115280851748e+28,1.5356067914896658e+28,3.8390169787241645e+27,5.758525468086246e+27,0.625,6.478341151597028e+28,0.15000000000000002,0.9,8.745760554655989e+27,0.022781250000000006,chip
2027,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,3.839016978724164e+29,0.625,0.24,0.07,0.035,0.01,0.02,2.3993856117026027e+29,9.213640748937993e+28,2.6873118851069154e+28,1.3436559425534577e+28,3.8390169787241645e+27,7.678033957448329e+27,0.6000000000000001,5.528184449362796e+28,0.11,0.85,5.168852460154215e+27,0.013464,chip
2027,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,3.839016978724164e+29,0.525,0.31,0.09,0.04,0.015,0.02,2.015483913830186e+29,1.1900952634044909e+29,3.455115280851748e+28,1.5356067914896658e+28,5.758525468086246e+27,7.678033957448329e+27,0.7,8.330666843831436e+28,0.2,0.95,1.5828267003279727e+28,0.041229999999999996,chip
2027,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.839016978724164e+29,0.55,0.25,0.13,0.04,0.01,0.02,2.1114593382982906e+29,9.59754244681041e+28,4.990722072341414e+28,1.5356067914896658e+28,3.8390169787241645e+27,7.678033957448329e+27,0.625,5.998464029256507e+28,0.16,0.875,8.39784964095911e+27,0.021875000000000002,chip
2028,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,5.874968174013186e+29,0.5833333333333334,0.26,0.09333333333333334,0.04,0.01,0.013333333333333332,3.427064768174359e+29,1.5274917252434284e+29,5.483303629078974e+28,2.3499872696052742e+28,5.874968174013186e+27,7.833290898684248e+27,0.6166666666666667,9.419532305667808e+28,0.13333333333333336,0.9,1.1303438766801372e+28,0.019240000000000004,chip
2028,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,5.874968174013186e+29,0.65,0.21999999999999997,0.06666666666666667,0.03333333333333333,0.01,0.02,3.818729313108571e+29,1.2924929982829007e+29,3.916645449342124e+28,1.958322724671062e+28,5.874968174013186e+27,1.1749936348026371e+28,0.5833333333333334,7.539542489983588e+28,0.09666666666666668,0.85,6.194990745936515e+27,0.010544722222222221,chip
2028,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,5.874968174013186e+29,0.5166666666666667,0.31333333333333335,0.09333333333333334,0.04,0.016666666666666666,0.02,3.0354002232401465e+29,1.8408233611907985e+29,5.483303629078974e+28,2.3499872696052742e+28,9.79161362335531e+27,1.1749936348026371e+28,0.7,1.2885763528335588e+29,0.2,0.95,2.4482950703837616e+28,0.04167333333333333,chip
2028,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,5.874968174013186e+29,0.55,0.23333333333333334,0.14666666666666667,0.04,0.01,0.02,3.231232495707253e+29,1.3708259072697434e+29,8.616619988552672e+28,2.3499872696052742e+28,5.874968174013186e+27,1.1749936348026371e+28,0.6166666666666667,8.453426428163419e+28,0.14666666666666667,0.8666666666666667,1.0745244259798834e+28,0.01828987654320988,chip
2029,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,8.625108347583816e+29,0.5916666666666667,0.25,0.09666666666666668,0.04,0.01,0.011666666666666667,5.103189105653758e+29,2.156277086895954e+29,8.33760473599769e+28,3.4500433390335266e+28,8.625108347583816e+27,1.0062626405514453e+28,0.6083333333333333,1.3117352278617053e+29,0.11666666666666668,0.9,1.3773219892547908e+28,0.01596875,chip
2029,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,8.625108347583816e+29,0.6749999999999999,0.19999999999999998,0.06333333333333332,0.03166666666666666,0.01,0.02,5.8219481346190756e+29,1.725021669516763e+29,5.462568620136417e+28,2.7312843100682083e+28,8.625108347583816e+27,1.7250216695167633e+28,0.5666666666666667,9.775122793928323e+28,0.08333333333333334,0.85,6.924045312365897e+27,0.008027777777777778,chip
2029,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,8.625108347583816e+29,0.5083333333333333,0.31666666666666665,0.09666666666666668,0.04,0.018333333333333333,0.02,4.38443007668844e+29,2.7312843100682083e+29,8.33760473599769e+28,3.4500433390335266e+28,1.5812698637236998e+28,1.7250216695167633e+28,0.7,1.911899017047746e+29,0.2,0.95,3.6326081323907172e+28,0.04211666666666666,chip
2029,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,8.625108347583816e+29,0.55,0.21666666666666667,0.16333333333333333,0.04,0.01,0.02,4.7438095911710996e+29,1.868773475309827e+29,1.4087676967720234e+29,3.4500433390335266e+28,8.625108347583816e+27,1.7250216695167633e+28,0.6083333333333333,1.1368371974801446e+29,0.13333333333333333,0.8583333333333333,1.3010470148939432e+28,0.015084413580246911,chip
2030,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.1726992809245804e+30,0.6,0.24,0.1,0.04,0.01,0.01,7.036195685547481e+29,2.8144782742189927e+29,1.1726992809245804e+29,4.690797123698321e+28,1.1726992809245804e+28,1.1726992809245804e+28,0.6,1.6886869645313955e+29,0.1,0.9,1.519818268078256e+28,0.01296,chip
2030,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,1.1726992809245804e+30,0.7,0.18,0.06,0.03,0.01,0.02,8.208894966472062e+29,2.1108587056642447e+29,7.036195685547482e+28,3.518097842773741e+28,1.1726992809245804e+28,2.3453985618491607e+28,0.55,1.1609722881153346e+29,0.07,0.85,6.907785114286242e+27,0.005890500000000002,chip
2030,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.1726992809245804e+30,0.5,0.32,0.1,0.04,0.02,0.02,5.863496404622902e+29,3.752637698958657e+29,1.1726992809245804e+29,4.690797123698321e+28,2.3453985618491607e+28,2.3453985618491607e+28,0.7,2.62684638927106e+29,0.2,0.95,4.991008139615014e+28,0.04256,chip
2030,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.1726992809245804e+30,0.55,0.2,0.18,0.04,0.01,0.02,6.449846045085192e+29,2.3453985618491608e+29,2.1108587056642447e+29,4.690797123698321e+28,1.1726992809245804e+28,2.3453985618491607e+28,0.6,1.4072391371094965e+29,0.12,0.85,1.4353839198516863e+28,0.01224,chip
2031,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.49470180589575e+30,0.605,0.23399999999999999,0.1,0.04,0.01,0.011,9.042945925669287e+29,3.497602225796055e+29,1.49470180589575e+29,5.978807223583e+28,1.49470180589575e+28,1.644171986485325e+28,0.595,2.0810733243486527e+29,0.095,0.895,1.769432594027442e+28,0.01183803075,chip
2031,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,1.49470180589575e+30,0.708,0.172,0.06,0.03,0.01,0.02,1.058248878574191e+30,2.5708871061406897e+29,8.968210835374499e+28,4.4841054176872495e+28,1.49470180589575e+28,2.9894036117915e+28,0.545,1.401133472846676e+29,0.066,0.845,7.814121378065912e+27,0.005227879800000001,chip
2031,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.49470180589575e+30,0.495,0.323,0.10200000000000001,0.04,0.02,0.02,7.398773939183963e+29,4.827886833043273e+29,1.524595842013665e+29,5.978807223583e+28,2.9894036117915e+28,2.9894036117915e+28,0.695,3.3553813489650746e+29,0.195,0.95,6.2158439489578e+28,0.04158584625,chip
2031,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.49470180589575e+30,0.55,0.198,0.182,0.04,0.01,0.02,8.220859932426626e+29,2.959509575673585e+29,2.720357286730265e+29,5.978807223583e+28,1.49470180589575e+28,2.9894036117915e+28,0.595,1.760908197525783e+29,0.11499999999999999,0.845,1.7111625409456792e+28,0.011448186749999997,chip
2032,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.847066081556417e+30,0.61,0.22799999999999998,0.1,0.04,0.01,0.012,1.1267103097494143e+30,4.21131066594863e+29,1.847066081556417e+29,7.388264326225668e+28,1.847066081556417e+28,2.2164792978677005e+28,0.59,2.4846732929096916e+29,0.09000000000000001,0.89,1.9902233076206633e+28,0.010775052,chip
2032,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,1.847066081556417e+30,0.716,0.164,0.06,0.03,0.01,0.02,1.3224993143943943e+30,3.029188373752524e+29,1.1082396489338501e+29,5.541198244669251e+28,1.847066081556417e+28,3.694132163112834e+28,0.54,1.635761721826363e+29,0.062000000000000006,0.84,8.519047047271698e+27,0.0046122048,chip
2032,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.847066081556417e+30,0.49,0.326,0.10400000000000001,0.04,0.02,0.02,9.050623799626442e+29,6.021435425873919e+29,1.9209487248186737e+29,7.388264326225668e+28,3.694132163112834e+28,3.694132163112834e+28,0.69,4.154790443853004e+29,0.19,0.95,7.499396751154672e+28,0.04060167,chip
2032,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.847066081556417e+30,0.55,0.196,0.184,0.04,0.01,0.02,1.0158863448560294e+30,3.6202495198505776e+29,3.398601590063807e+29,7.388264326225668e+28,1.847066081556417e+28,3.694132163112834e+28,0.59,2.1359472167118405e+29,0.11,0.84,1.9736152282417406e+28,0.010685136,chip
2033,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.2376347808733092e+30,0.615,0.22199999999999998,0.1,0.04,0.01,0.013000000000000001,1.3761453902370852e+30,4.967549213538746e+29,2.2376347808733093e+29,8.950539123493237e+28,2.2376347808733092e+28,2.908925215135302e+28,0.585,2.906016289920166e+29,0.085,0.885,2.186050754092445e+28,0.009769470749999998,chip
2033,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,2.2376347808733092e+30,0.724,0.156,0.06,0.03,0.01,0.02,1.620047581352276e+30,3.490710258162362e+29,1.3425808685239854e+29,6.712904342619927e+28,2.2376347808733092e+28,4.4752695617466184e+28,0.535,1.867529988116864e+29,0.058,0.835,9.044447732449973e+27,0.004041967800000001,chip
2033,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,2.2376347808733092e+30,0.485,0.329,0.106,0.04,0.02,0.02,1.085252868723555e+30,7.361818429073188e+29,2.3718928677257076e+29,8.950539123493237e+28,4.4752695617466184e+28,4.4752695617466184e+28,0.6849999999999999,5.042845623915133e+29,0.185,0.95,8.862801184030846e+28,0.039607898749999995,chip
2033,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.2376347808733092e+30,0.55,0.194,0.186,0.04,0.01,0.02,1.2306991294803201e+30,4.34101147489422e+29,4.162000692424355e+29,8.950539123493237e+28,2.2376347808733092e+28,4.4752695617466184e+28,0.585,2.5394917128131187e+29,0.105,0.835,2.226499359208902e+28,0.009950235750000001,chip
2034,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.666425735589189e+30,0.62,0.216,0.1,0.04,0.01,0.014,1.6531839560652973e+30,5.759479588872649e+29,2.666425735589189e+29,1.0665702942356757e+29,2.666425735589189e+28,3.732996029824865e+28,0.58,3.340498161546136e+29,0.08,0.88,2.35171070572848e+28,0.008819712,chip
2034,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,2.666425735589189e+30,0.732,0.148,0.06,0.03,0.01,0.02,1.9518236384512865e+30,3.946310088672e+29,1.5998554413535135e+29,7.999277206767567e+28,2.666425735589189e+28,5.332851471178378e+28,0.53,2.0915443469961603e+29,0.054000000000000006,0.83,9.374301763236791e+27,0.003515680800000001,chip
2034,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,2.666425735589189e+30,0.48,0.332,0.108,0.04,0.02,0.02,1.2798843530828108e+30,8.852533442156109e+29,2.8797397944363244e+29,1.0665702942356757e+29,5.332851471178378e+28,5.332851471178378e+28,0.6799999999999999,6.019722740666153e+29,0.18,0.95,1.0293725886539121e+29,0.038604959999999994,chip
2034,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.666425735589189e+30,0.55,0.192,0.188,0.04,0.01,0.02,1.466534154574054e+30,5.119537412331243e+29,5.012880382907676e+29,1.0665702942356757e+29,2.666425735589189e+28,5.332851471178378e+28,0.58,2.969331699152121e+29,0.1,0.83,2.4645453102962606e+28,0.00924288,chip
2035,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,3.1315887717372546e+30,0.625,0.21,0.1,0.04,0.01,0.015,1.9572429823357843e+30,6.576336420648235e+29,3.131588771737255e+29,1.252635508694902e+29,3.131588771737255e+28,4.697383157605882e+28,0.575,3.781393441872735e+29,0.07500000000000001,0.875,2.481539446228983e+28,0.007924218750000002,chip
2035,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,3.1315887717372546e+30,0.74,0.14,0.06,0.03,0.01,0.02,2.3173756910855684e+30,4.384224280432157e+29,1.8789532630423528e+29,9.394766315211764e+28,3.131588771737255e+28,6.26317754347451e+28,0.525,2.3017177472268824e+29,0.05,0.825,9.494585707310889e+27,0.0030318750000000003,chip
2035,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,3.1315887717372546e+30,0.475,0.33499999999999996,0.11,0.04,0.02,0.02,1.487504666575196e+30,1.0490822385319802e+30,3.44474764891098e+29,1.252635508694902e+29,6.26317754347451e+28,6.26317754347451e+28,0.675,7.081305110090867e+29,0.175,0.95,1.1772669745526065e+29,0.03759328124999999,chip
2035,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.1315887717372546e+30,0.55,0.19,0.19,0.04,0.01,0.02,1.7223738244554903e+30,5.950018666300784e+29,5.950018666300784e+29,1.252635508694902e+29,3.131588771737255e+28,6.26317754347451e+28,0.575,3.42126073312295e+29,0.095,0.825,2.6814130995851123e+28,0.00856246875,chip
2036,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,3.628531312975003e+30,0.63,0.204,0.1,0.04,0.01,0.016,2.2859747271742516e+30,7.402203878469005e+29,3.628531312975003e+29,1.4514125251900012e+29,3.628531312975003e+28,5.805650100760005e+28,0.5700000000000001,4.219256210727333e+29,0.07,0.87,2.569527032332946e+28,0.007081452,chip
2036,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,3.628531312975003e+30,0.748,0.132,0.06,0.03,0.01,0.02,2.7141414221053024e+30,4.789661333127004e+29,2.1771187877850016e+29,1.0885593938925008e+29,3.628531312975003e+28,7.257062625950006e+28,0.52,2.4906238932260423e+29,0.046,0.8200000000000001,9.394633325248632e+27,0.0025891008000000007,chip
2036,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,3.628531312975003e+30,0.47000000000000003,0.33799999999999997,0.112,0.04,0.02,0.02,1.7054097170982513e+30,1.2264435837855508e+30,4.063955070532003e+29,1.4514125251900012e+29,7.257062625950006e+28,7.257062625950006e+28,0.67,8.217172011363191e+29,0.16999999999999998,0.95,1.3270732798351551e+29,0.036573289999999994,chip
2036,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.628531312975003e+30,0.55,0.188,0.192,0.04,0.01,0.02,1.9956922221362516e+30,6.821638868393005e+29,6.966780120912006e+29,1.4514125251900012e+29,3.628531312975003e+28,7.257062625950006e+28,0.5700000000000001,3.888334154984014e+29,0.09,0.8200000000000001,2.8695906063782025e+28,0.007908408000000002,chip
2037,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,4.204019742944351e+30,0.635,0.19799999999999998,0.1,0.04,0.01,0.017,2.6695525367696633e+30,8.323959091029814e+29,4.204019742944351e+29,1.6816078971777405e+29,4.204019742944351e+28,7.146833563005397e+28,0.5650000000000001,4.7030368864318454e+29,0.065,0.865,2.644282489396305e+28,0.00628989075,chip
2037,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,4.204019742944351e+30,0.756,0.124,0.06,0.03,0.01,0.02,3.1782389256659294e+30,5.2129844812509954e+29,2.5224118457666104e+29,1.2612059228833052e+29,4.204019742944351e+28,8.408039485888703e+28,0.515,2.6846870078442627e+29,0.041999999999999996,0.8150000000000001,9.18968362785091e+27,0.0021859277999999997,chip
2037,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,4.204019742944351e+30,0.465,0.34099999999999997,0.114,0.04,0.02,0.02,1.9548691804691235e+30,1.4335707323440235e+30,4.792582506956561e+29,1.6816078971777405e+29,8.408039485888703e+28,8.408039485888703e+28,0.665,9.533245370087756e+29,0.165,0.95,1.4943362117612558e+29,0.03554541375,chip
2037,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,4.204019742944351e+30,0.55,0.186,0.194,0.04,0.01,0.02,2.3122108586193934e+30,7.819476721876492e+29,8.155798301312042e+29,1.6816078971777405e+29,4.204019742944351e+28,8.408039485888703e+28,0.5650000000000001,4.4180043478602185e+29,0.08499999999999999,0.8150000000000001,3.0605725119801663e+28,0.0072801097499999995,chip
2038,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,4.8704253542328e+30,0.64,0.192,0.1,0.04,0.01,0.018000000000000002,3.117072226708992e+30,9.351216680126976e+29,4.8704253542328e+29,1.94817014169312e+29,4.8704253542328e+28,8.766765637619041e+28,0.56,5.236681340871107e+29,0.060000000000000005,0.86,2.7021275718894913e+28,0.0055480320000000005,chip
2038,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,4.8704253542328e+30,0.764,0.116,0.06,0.03,0.01,0.02,3.721004970633859e+30,5.649693410910048e+29,2.92225521253968e+29,1.46112760626984e+29,4.8704253542328e+28,9.7408507084656e+28,0.51,2.8813436395641248e+29,0.038,0.81,8.868775722578377e+27,0.0018209448000000004,chip
2038,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,4.8704253542328e+30,0.46,0.344,0.11599999999999999,0.04,0.02,0.02,2.2403956629470882e+30,1.675426321856083e+30,5.6496934109100475e+29,1.94817014169312e+29,9.7408507084656e+28,9.7408507084656e+28,0.66,1.1057813724250149e+30,0.16,0.95,1.6807876860860226e+29,0.03451008,chip
2038,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,4.8704253542328e+30,0.55,0.184,0.196,0.04,0.01,0.02,2.67873394482804e+30,8.961582651788352e+29,9.546033694296289e+29,1.94817014169312e+29,4.8704253542328e+28,9.7408507084656e+28,0.56,5.018486285001478e+29,0.08,0.81,3.251979112680958e+28,0.006676992000000001,chip
2039,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,5.642061877225641e+30,0.645,0.186,0.1,0.04,0.01,0.019000000000000003,3.639129910810539e+30,1.0494235091639693e+30,5.642061877225642e+29,2.2568247508902566e+29,5.642061877225641e+28,1.071991756672872e+29,0.555,5.82430047586003e+29,0.05500000000000001,0.855,2.7388772987731793e+28,0.004854390750000001,chip
2039,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,5.642061877225641e+30,0.772,0.10800000000000001,0.06,0.03,0.01,0.02,4.355671769218195e+30,6.093426827403693e+29,3.3852371263353845e+29,1.6926185631676923e+29,5.642061877225641e+28,1.1284123754451283e+29,0.505,3.077180547838865e+29,0.033999999999999996,0.805,8.422243159434973e+27,0.0014927598,chip
2039,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,5.642061877225641e+30,0.455,0.347,0.118,0.04,0.02,0.02,2.567138154137667e+30,1.9577954713972973e+30,6.657633015126257e+29,2.2568247508902566e+29,1.1284123754451283e+29,1.1284123754451283e+29,0.655,1.2823560337652298e+30,0.155,0.95,1.8882692597193006e+29,0.033467716249999994,chip
