year,supply_scenario,allocation_scenario,combined_scenario,usable_compute_flop_year,inference_share,training_share,ai_rnd_experiment_share,post_training_share,safety_eval_share,reserved_idle_fragmented_share,inference_compute_flop_year,training_compute_flop_year,ai_rnd_experiment_compute_flop_year,post_training_compute_flop_year,safety_eval_compute_flop_year,reserved_idle_fragmented_compute_flop_year,frontier_lab_training_share,frontier_lab_training_compute_flop_year,largest_run_concentration,cluster_contiguity_factor,largest_frontier_run_flop,frontier_run_share_of_total_compute,binding_constraint
2038,base_input_case,allocation_rnd_acceleration,base_input_case × allocation_rnd_acceleration,1.2147724012591914e+31,0.55,0.184,0.196,0.04,0.01,0.02,6.681248206925553e+30,2.235181218316912e+30,2.3809539064680152e+30,4.8590896050367654e+29,1.2147724012591914e+29,2.4295448025183827e+29,0.56,1.2517014822574708e+30,0.08,0.81,8.11102560502841e+28,0.006676992,chip
2039,base_input_case,allocation_base,base_input_case × allocation_base,1.4140883188978253e+31,0.645,0.186,0.1,0.04,0.01,0.019000000000000003,9.120869656890973e+30,2.630204273149955e+30,1.4140883188978253e+30,5.656353275591301e+29,1.4140883188978253e+29,2.6867678059058686e+29,0.555,1.459763371598225e+30,0.05500000000000001,0.855,6.864537254940654e+28,0.004854390750000001,chip
2039,base_input_case,allocation_inference_heavy,base_input_case × allocation_inference_heavy,1.4140883188978253e+31,0.772,0.10800000000000001,0.06,0.03,0.01,0.02,1.0916761821891211e+31,1.5272153844096515e+30,8.484529913386951e+29,4.2422649566934755e+29,1.4140883188978253e+29,2.8281766377956505e+29,0.505,7.71243769126874e+29,0.033999999999999996,0.805,2.1108941961002536e+28,0.0014927597999999998,chip
2039,base_input_case,allocation_training_race,base_input_case × allocation_training_race,1.4140883188978253e+31,0.455,0.347,0.118,0.04,0.02,0.02,6.434101850985105e+30,4.9068864665754533e+30,1.6686242162994337e+30,5.656353275591301e+29,2.8281766377956505e+29,2.8281766377956505e+29,0.655,3.214010635606922e+30,0.155,0.95,4.732630660931192e+29,0.033467716249999994,chip
2039,base_input_case,allocation_rnd_acceleration,base_input_case × allocation_rnd_acceleration,1.4140883188978253e+31,0.55,0.182,0.198,0.04,0.01,0.02,7.77748575393804e+30,2.573640740394042e+30,2.799894871417694e+30,5.656353275591301e+29,1.4140883188978253e+29,2.8281766377956505e+29,0.555,1.4283706109186933e+30,0.07500000000000001,0.805,8.623787563421613e+28,0.006098478750000001,chip
2040,base_input_case,allocation_base,base_input_case × allocation_base,1.6459687966128955e+31,0.65,0.18,0.1,0.04,0.01,0.02,1.0698797177983821e+31,2.962743833903212e+30,1.6459687966128957e+30,6.583875186451582e+29,1.6459687966128956e+29,3.291937593225791e+29,0.55,1.6295091086467665e+30,0.05,0.85,6.925413711748757e+28,0.0042074999999999994,chip
2040,base_input_case,allocation_inference_heavy,base_input_case × allocation_inference_heavy,1.6459687966128955e+31,0.78,0.1,0.06,0.03,0.01,0.02,1.2838556613580586e+31,1.6459687966128957e+30,9.875812779677373e+29,4.9379063898386864e+29,1.6459687966128956e+29,3.291937593225791e+29,0.5,8.229843983064478e+29,0.03,0.8,1.9751625559354746e+28,0.0012,chip
2040,base_input_case,allocation_training_race,base_input_case × allocation_training_race,1.6459687966128955e+31,0.45,0.35,0.12,0.04,0.02,0.02,7.40685958475803e+30,5.760890788145134e+30,1.9751625559354746e+30,6.583875186451582e+29,3.291937593225791e+29,3.291937593225791e+29,0.65,3.744579012294337e+30,0.15,0.95,5.33602509251943e+29,0.032418749999999996,chip
2040,base_input_case,allocation_rnd_acceleration,base_input_case × allocation_rnd_acceleration,1.6459687966128955e+31,0.55,0.18,0.2,0.04,0.01,0.02,9.052828381370926e+30,2.962743833903212e+30,3.2919375932257913e+30,6.583875186451582e+29,1.6459687966128956e+29,3.291937593225791e+29,0.55,1.6295091086467665e+30,0.07,0.8,9.125251008421893e+28,0.005544,chip
2024,capex_rich,allocation_base,capex_rich × allocation_base,4.369465295999998e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.403205912799999e+28,1.3108395887999992e+28,3.495572236799998e+27,1.747786118399999e+27,4.369465295999998e+26,8.738930591999995e+26,0.65,8.520457327199995e+27,0.2,0.9,1.533682318895999e+27,0.0351,chip
2024,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,4.369465295999998e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.403205912799999e+28,1.3108395887999992e+28,3.495572236799998e+27,1.747786118399999e+27,4.369465295999998e+26,8.738930591999995e+26,0.65,8.520457327199995e+27,0.15,0.85,1.0863583092179992e+27,0.024862499999999996,chip
2024,capex_rich,allocation_training_race,capex_rich × allocation_training_race,4.369465295999998e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.403205912799999e+28,1.3108395887999992e+28,3.495572236799998e+27,1.747786118399999e+27,4.369465295999998e+26,8.738930591999995e+26,0.7,9.175877121599994e+27,0.2,0.95,1.743416653103999e+27,0.0399,chip
2024,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,4.369465295999998e+28,0.55,0.3,0.08,0.04,0.01,0.02,2.403205912799999e+28,1.3108395887999992e+28,3.495572236799998e+27,1.747786118399999e+27,4.369465295999998e+26,8.738930591999995e+26,0.65,8.520457327199995e+27,0.2,0.9,1.533682318895999e+27,0.0351,chip
2025,capex_rich,allocation_base,capex_rich × allocation_base,1.4304797099999998e+29,0.5583333333333333,0.29,0.08333333333333334,0.04,0.01,0.018333333333333333,7.986845047499998e+28,4.148391159e+28,1.192066425e+28,5.72191884e+27,1.43047971e+27,2.622546135e+27,0.6416666666666667,2.661884327025e+28,0.18333333333333335,0.9,4.39210913959125e+27,0.030703750000000005,chip
2025,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,1.4304797099999998e+29,0.5750000000000001,0.27999999999999997,0.07666666666666666,0.03833333333333333,0.01,0.02,8.2252583325e+28,4.005343187999999e+28,1.0967011109999997e+28,5.483505554999999e+27,1.43047971e+27,2.86095942e+27,0.6333333333333333,2.5367173523999994e+28,0.13666666666666666,0.85,2.9468199910379996e+27,0.02060022222222222,chip
2025,capex_rich,allocation_training_race,capex_rich × allocation_training_race,1.4304797099999998e+29,0.5416666666666667,0.30333333333333334,0.08333333333333334,0.04,0.011666666666666667,0.02,7.7484317625e+28,4.3391217869999995e+28,1.192066425e+28,5.72191884e+27,1.668892995e+27,2.86095942e+27,0.7,3.0373852508999997e+28,0.2,0.95,5.771031976709999e+27,0.04034333333333333,chip
2025,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,1.4304797099999998e+29,0.55,0.2833333333333333,0.09666666666666666,0.04,0.01,0.02,7.867638404999999e+28,4.053025844999999e+28,1.3827970529999997e+28,5.72191884e+27,1.43047971e+27,2.86095942e+27,0.6416666666666667,2.6006915838749997e+28,0.18666666666666668,0.8916666666666667,4.3287066584941663e+27,0.030260524691358027,chip
2026,capex_rich,allocation_base,capex_rich × allocation_base,3.381133859999999e+29,0.5666666666666667,0.27999999999999997,0.08666666666666667,0.04,0.01,0.016666666666666666,1.9159758539999996e+29,9.467174807999997e+28,2.9303160119999996e+28,1.3524535439999997e+28,3.381133859999999e+27,5.635223099999999e+27,0.6333333333333333,5.995877378399998e+28,0.16666666666666669,0.9,8.993816067599999e+27,0.026600000000000002,chip
2026,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,3.381133859999999e+29,0.6,0.26,0.07333333333333333,0.03666666666666667,0.01,0.02,2.0286803159999996e+29,8.790948035999999e+28,2.479498163999999e+28,1.2397490819999996e+28,3.381133859999999e+27,6.762267719999998e+27,0.6166666666666667,5.4210846222e+28,0.12333333333333334,0.85,5.683103712273e+27,0.016808277777777783,chip
2026,capex_rich,allocation_training_race,capex_rich × allocation_training_race,3.381133859999999e+29,0.5333333333333333,0.30666666666666664,0.08666666666666667,0.04,0.013333333333333334,0.02,1.8032713919999996e+29,1.0368810503999997e+29,2.9303160119999996e+28,1.3524535439999997e+28,4.508178479999999e+27,6.762267719999998e+27,0.7,7.258167352799997e+28,0.2,0.95,1.3790517970319996e+28,0.040786666666666666,chip
2026,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,3.381133859999999e+29,0.55,0.26666666666666666,0.11333333333333334,0.04,0.01,0.02,1.8596236229999998e+29,9.016356959999998e+28,3.8319517079999994e+28,1.3524535439999997e+28,3.381133859999999e+27,6.762267719999998e+27,0.6333333333333333,5.710359407999998e+28,0.17333333333333334,0.8833333333333333,8.743194738026665e+27,0.025858765432098765,chip
2027,capex_rich,allocation_base,capex_rich × allocation_base,7.068568568221197e+29,0.575,0.27,0.09,0.04,0.01,0.015,4.064426926727188e+29,1.9085135134197235e+29,6.361711711399077e+28,2.827427427288479e+28,7.068568568221197e+27,1.0602852852331796e+28,0.625,1.1928209458873272e+29,0.15000000000000002,0.9,1.6103082769478918e+28,0.022781250000000003,chip
2027,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,7.068568568221197e+29,0.625,0.24,0.07,0.035,0.01,0.02,4.4178553551382484e+29,1.6964564563730873e+29,4.947997997754839e+28,2.4739989988774194e+28,7.068568568221197e+27,1.4137137136442394e+28,0.6000000000000001,1.0178738738238526e+29,0.11,0.85,9.517120720253022e+27,0.013464000000000002,chip
2027,capex_rich,allocation_training_race,capex_rich × allocation_training_race,7.068568568221197e+29,0.525,0.31,0.09,0.04,0.015,0.02,3.7109984983161285e+29,2.1912562561485714e+29,6.361711711399077e+28,2.827427427288479e+28,1.0602852852331796e+28,1.4137137136442394e+28,0.7,1.533879379304e+29,0.2,0.95,2.9143708206776e+28,0.04123,chip
2027,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,7.068568568221197e+29,0.55,0.25,0.13,0.04,0.01,0.02,3.887712712521659e+29,1.7671421420552994e+29,9.189139138687557e+28,2.827427427288479e+28,7.068568568221197e+27,1.4137137136442394e+28,0.625,1.1044638387845621e+29,0.16,0.875,1.546249374298387e+28,0.021875000000000002,chip
2028,capex_rich,allocation_base,capex_rich × allocation_base,1.276241362732701e+30,0.5833333333333334,0.26,0.09333333333333334,0.04,0.01,0.013333333333333332,7.444741282607424e+29,3.318227543105023e+29,1.1911586052171878e+29,5.104965450930805e+28,1.2762413627327012e+28,1.701655150310268e+28,0.6166666666666667,2.046240318248098e+29,0.13333333333333336,0.9,2.455488381897718e+28,0.01924000000000001,capex
2028,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,1.276241362732701e+30,0.65,0.21999999999999997,0.06666666666666667,0.03333333333333333,0.01,0.02,8.295568857762557e+29,2.807730998011942e+29,8.508275751551341e+28,4.254137875775671e+28,1.2762413627327012e+28,2.5524827254654024e+28,0.5833333333333334,1.637843082173633e+29,0.09666666666666668,0.85,1.3457610658526685e+28,0.010544722222222223,capex
2028,capex_rich,allocation_training_race,capex_rich × allocation_training_race,1.276241362732701e+30,0.5166666666666667,0.31333333333333335,0.09333333333333334,0.04,0.016666666666666666,0.02,6.59391370745229e+29,3.9988896032291306e+29,1.1911586052171878e+29,5.104965450930805e+28,2.1270689378878353e+28,2.5524827254654024e+28,0.7,2.7992227222603913e+29,0.2,0.95,5.3185231722947435e+28,0.04167333333333334,capex
2028,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,1.276241362732701e+30,0.55,0.23333333333333334,0.14666666666666667,0.04,0.01,0.02,7.019327495029856e+29,2.9778965130429693e+29,1.871820665341295e+29,5.104965450930805e+28,1.2762413627327012e+28,2.5524827254654024e+28,0.6166666666666667,1.8363695163764977e+29,0.14666666666666667,0.8666666666666667,2.334229696371904e+28,0.01828987654320988,capex
2029,capex_rich,allocation_base,capex_rich × allocation_base,2.166531770096172e+30,0.5916666666666667,0.25,0.09666666666666668,0.04,0.01,0.011666666666666667,1.281864630640235e+30,5.41632942524043e+29,2.0943140444262997e+29,8.666127080384689e+28,2.166531770096172e+28,2.527620398445534e+28,0.6083333333333333,3.294933733687928e+29,0.11666666666666668,0.9,3.4596804203723246e+28,0.01596875,capex
2029,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,2.166531770096172e+30,0.6749999999999999,0.19999999999999998,0.06333333333333332,0.03166666666666666,0.01,0.02,1.462408944814916e+30,4.3330635401923434e+29,1.3721367877275753e+29,6.860683938637877e+28,2.166531770096172e+28,4.333063540192344e+28,0.5666666666666667,2.455402672775661e+29,0.08333333333333334,0.85,1.7392435598827602e+28,0.008027777777777778,capex
2029,capex_rich,allocation_training_race,capex_rich × allocation_training_race,2.166531770096172e+30,0.5083333333333333,0.31666666666666665,0.09666666666666668,0.04,0.018333333333333333,0.02,1.101320316465554e+30,6.860683938637878e+29,2.0943140444262997e+29,8.666127080384689e+28,3.971974911842982e+28,4.333063540192344e+28,0.7,4.802478757046514e+29,0.2,0.95,9.124709638388376e+28,0.04211666666666666,capex
2029,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,2.166531770096172e+30,0.55,0.21666666666666667,0.16333333333333333,0.04,0.01,0.02,1.1915924735528947e+30,4.694152168541706e+29,3.538668557823747e+29,8.666127080384689e+28,2.166531770096172e+28,4.333063540192344e+28,0.6083333333333333,2.855609235862871e+29,0.13333333333333333,0.8583333333333333,3.2680861254875075e+28,0.015084413580246911,capex
2030,capex_rich,allocation_base,capex_rich × allocation_base,3.5982165621684536e+30,0.6,0.24,0.1,0.04,0.01,0.01,2.1589299373010722e+30,8.635719749204288e+29,3.5982165621684534e+29,1.4392866248673814e+29,3.5982165621684536e+28,3.5982165621684536e+28,0.6,5.1814318495225726e+29,0.1,0.9,4.6632886645703165e+28,0.012960000000000003,capex
2030,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,3.5982165621684536e+30,0.7,0.18,0.06,0.03,0.01,0.02,2.5187515935179173e+30,6.476789811903216e+29,2.158929937301072e+29,1.079464968650536e+29,3.5982165621684536e+28,7.196433124336907e+28,0.55,3.562234396546769e+29,0.07,0.85,2.119529465945328e+28,0.005890500000000002,capex
2030,capex_rich,allocation_training_race,capex_rich × allocation_training_race,3.5982165621684536e+30,0.5,0.32,0.1,0.04,0.02,0.02,1.7991082810842268e+30,1.1514292998939052e+30,3.5982165621684534e+29,1.4392866248673814e+29,7.196433124336907e+28,7.196433124336907e+28,0.7,8.060005099257335e+29,0.2,0.95,1.5314009688588936e+29,0.042559999999999994,capex
2030,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,3.5982165621684536e+30,0.55,0.2,0.18,0.04,0.01,0.02,1.9790191091926495e+30,7.196433124336907e+29,6.476789811903216e+29,1.4392866248673814e+29,3.5982165621684536e+28,7.196433124336907e+28,0.6,4.317859874602144e+29,0.12,0.85,4.404217072094187e+28,0.01224,capex
2031,capex_rich,allocation_base,capex_rich × allocation_base,5.251644923183388e+30,0.605,0.23399999999999999,0.1,0.04,0.01,0.011,3.1772451785259494e+30,1.2288849120249127e+30,5.2516449231833884e+29,2.100657969273355e+29,5.251644923183388e+28,5.776809415501726e+28,0.595,7.31186522654823e+29,0.095,0.895,6.216913408872633e+28,0.01183803075,capex
2031,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,5.251644923183388e+30,0.708,0.172,0.06,0.03,0.01,0.02,3.7181646056138385e+30,9.032829267875426e+29,3.1509869539100326e+29,1.5754934769550163e+29,5.251644923183388e+28,1.0503289846366776e+29,0.545,4.922891950992107e+29,0.066,0.845,2.745496841068298e+28,0.0052278798,capex
2031,capex_rich,allocation_training_race,capex_rich × allocation_training_race,5.251644923183388e+30,0.495,0.323,0.10200000000000001,0.04,0.02,0.02,2.599564236975777e+30,1.6962813101882344e+30,5.356677821647056e+29,2.100657969273355e+29,1.0503289846366776e+29,1.0503289846366776e+29,0.695,1.1789155105808228e+30,0.195,0.95,2.1839409833509744e+29,0.04158584625,capex
2031,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,5.251644923183388e+30,0.55,0.198,0.182,0.04,0.01,0.02,2.8884047077508635e+30,1.0398256947903108e+30,9.557993760193765e+29,2.100657969273355e+29,5.251644923183388e+28,1.0503289846366776e+29,0.595,6.186962884002349e+29,0.11499999999999999,0.845,6.0121811825292825e+28,0.011448186749999999,capex
2032,capex_rich,allocation_base,capex_rich × allocation_base,7.231507936472237e+30,0.61,0.22799999999999998,0.1,0.04,0.01,0.012,4.411219841248064e+30,1.64878380951567e+30,7.231507936472237e+29,2.8926031745888948e+29,7.231507936472237e+28,8.677809523766685e+28,0.59,9.727824476142452e+29,0.09000000000000001,0.89,7.791987405390105e+28,0.010775052,capex
2032,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,7.231507936472237e+30,0.716,0.164,0.06,0.03,0.01,0.02,5.177759682514122e+30,1.185967301581447e+30,4.338904761883342e+29,2.169452380941671e+29,7.231507936472237e+28,1.4463015872944474e+29,0.54,6.404223428539814e+29,0.062000000000000006,0.84,3.3353195615835357e+28,0.004612204800000002,capex
2032,capex_rich,allocation_training_race,capex_rich × allocation_training_race,7.231507936472237e+30,0.49,0.326,0.10400000000000001,0.04,0.02,0.02,3.543438888871396e+30,2.3574715872899493e+30,7.520768253931127e+29,2.8926031745888948e+29,1.4463015872944474e+29,1.4463015872944474e+29,0.69,1.626655395230065e+30,0.19,0.95,2.9361129883902672e+29,0.04060167,capex
2032,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,7.231507936472237e+30,0.55,0.196,0.184,0.04,0.01,0.02,3.9773293650597306e+30,1.4173755555485585e+30,1.3305974603108915e+30,2.8926031745888948e+29,7.231507936472237e+28,1.4463015872944474e+29,0.59,8.362515777736495e+29,0.11,0.84,7.7269645786285205e+28,0.010685136,capex
2033,capex_rich,allocation_base,capex_rich × allocation_base,9.600214812096804e+30,0.615,0.22199999999999998,0.1,0.04,0.01,0.013000000000000001,5.904132109439534e+30,2.1312476882854902e+30,9.600214812096805e+29,3.840085924838721e+29,9.600214812096803e+28,1.2480279255725847e+29,0.585,1.2467798976470117e+30,0.085,0.885,9.378901780049646e+28,0.009769470749999998,capex
2033,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,9.600214812096804e+30,0.724,0.156,0.06,0.03,0.01,0.02,6.950555523958086e+30,1.4976335106871013e+30,5.760128887258082e+29,2.880064443629041e+29,9.600214812096803e+28,1.9200429624193607e+29,0.535,8.012339282175992e+29,0.058,0.835,3.880375914357833e+28,0.0040419678,capex
2033,capex_rich,allocation_training_race,capex_rich × allocation_training_race,9.600214812096804e+30,0.485,0.329,0.106,0.04,0.02,0.02,4.65610418386695e+30,3.1584706731798484e+30,1.0176227700822612e+30,3.840085924838721e+29,1.9200429624193607e+29,1.9200429624193607e+29,0.6849999999999999,2.163552411128196e+30,0.185,0.95,3.8024433625578046e+29,0.039607898749999995,capex
2033,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,9.600214812096804e+30,0.55,0.194,0.186,0.04,0.01,0.02,5.280118146653242e+30,1.86244167354678e+30,1.7856399550500055e+30,3.840085924838721e+29,9.600214812096803e+28,1.9200429624193607e+29,0.585,1.0895283790248662e+30,0.105,0.835,9.552440063100513e+28,0.009950235749999998,capex
2034,capex_rich,allocation_base,capex_rich × allocation_base,1.24321016085101e+31,0.62,0.216,0.1,0.04,0.01,0.014,7.707902997276262e+30,2.685333947438182e+30,1.2432101608510101e+30,4.97284064340404e+29,1.24321016085101e+29,1.740494225191414e+29,0.58,1.5574936895141455e+30,0.08,0.88,1.0964755574179584e+29,0.008819712,capex
2034,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,1.24321016085101e+31,0.732,0.148,0.06,0.03,0.01,0.02,9.100298377429393e+30,1.8399510380594947e+30,7.45926096510606e+29,3.72963048255303e+29,1.24321016085101e+29,2.48642032170202e+29,0.53,9.751740501715322e+29,0.054000000000000006,0.83,4.370730092868808e+28,0.0035156808,capex
2034,capex_rich,allocation_training_race,capex_rich × allocation_training_race,1.24321016085101e+31,0.48,0.332,0.108,0.04,0.02,0.02,5.967408772084848e+30,4.127457734025354e+30,1.342666973719091e+30,4.97284064340404e+29,2.48642032170202e+29,2.48642032170202e+29,0.6799999999999999,2.8066712591372406e+30,0.18,0.95,4.799407853124681e+29,0.03860496,capex
2034,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,1.24321016085101e+31,0.55,0.192,0.188,0.04,0.01,0.02,6.837655884680556e+30,2.3869635088339394e+30,2.3372351023998988e+30,4.97284064340404e+29,1.24321016085101e+29,2.48642032170202e+29,0.58,1.3844388351236847e+30,0.1,0.83,1.1490842331526583e+29,0.009242879999999998,capex
2035,capex_rich,allocation_base,capex_rich × allocation_base,1.5119759979671702e+31,0.625,0.21,0.1,0.04,0.01,0.015,9.449849987294814e+30,3.1751495957310573e+30,1.5119759979671702e+30,6.047903991868681e+29,1.5119759979671703e+29,2.2679639969507554e+29,0.575,1.8257110175453578e+30,0.07500000000000001,0.875,1.1981228552641413e+29,0.00792421875,chip
2035,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,1.5119759979671702e+31,0.74,0.14,0.06,0.03,0.01,0.02,1.118862238495706e+31,2.1167663971540384e+30,9.071855987803022e+29,4.535927993901511e+29,1.5119759979671703e+29,3.0239519959343406e+29,0.525,1.1113023585058703e+30,0.05,0.825,4.584122228836715e+28,0.0030318750000000007,chip
2035,capex_rich,allocation_training_race,capex_rich × allocation_training_race,1.5119759979671702e+31,0.475,0.33499999999999996,0.11,0.04,0.02,0.02,7.181885990344058e+30,5.06511959319002e+30,1.663173597763887e+30,6.047903991868681e+29,3.0239519959343406e+29,3.0239519959343406e+29,0.675,3.4189557254032636e+30,0.175,0.95,5.684013893482925e+29,0.03759328124999999,chip
2035,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,1.5119759979671702e+31,0.55,0.19,0.19,0.04,0.01,0.02,8.315867988819437e+30,2.8727543961376235e+30,2.8727543961376235e+30,6.047903991868681e+29,1.5119759979671703e+29,3.0239519959343406e+29,0.575,1.6518337777791334e+30,0.095,0.825,1.2946247233343958e+29,0.00856246875,chip
2036,capex_rich,allocation_base,capex_rich × allocation_base,1.7216677233479148e+31,0.63,0.204,0.1,0.04,0.01,0.016,1.0846506657091864e+31,3.512202155629746e+30,1.721667723347915e+30,6.88667089339166e+29,1.721667723347915e+29,2.754668357356664e+29,0.5700000000000001,2.0019552287089554e+30,0.07,0.87,1.219190734283754e+29,0.007081452,chip
2036,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,1.7216677233479148e+31,0.748,0.132,0.06,0.03,0.01,0.02,1.2878074570642403e+31,2.2726013948192477e+30,1.0330006340087489e+30,5.165003170043744e+29,1.721667723347915e+29,3.44333544669583e+29,0.52,1.1817527253060088e+30,0.046,0.8200000000000001,4.457571279854266e+28,0.0025891008000000007,chip
2036,capex_rich,allocation_training_race,capex_rich × allocation_training_race,1.7216677233479148e+31,0.47000000000000003,0.33799999999999997,0.112,0.04,0.02,0.02,8.0918382997352e+30,5.819236904915952e+30,1.9282678501496646e+30,6.88667089339166e+29,3.44333544669583e+29,3.44333544669583e+29,0.67,3.898888726293688e+30,0.16999999999999998,0.95,6.296705292964306e+29,0.03657329,chip
2036,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,1.7216677233479148e+31,0.55,0.188,0.192,0.04,0.01,0.02,9.469172478413532e+30,3.2367353198940797e+30,3.305602028827997e+30,6.88667089339166e+29,1.721667723347915e+29,3.44333544669583e+29,0.5700000000000001,1.8449391323396257e+30,0.09,0.8200000000000001,1.3615650796666437e+29,0.007908408,chip
2037,capex_rich,allocation_base,capex_rich × allocation_base,1.960266529508664e+31,0.635,0.19799999999999998,0.1,0.04,0.01,0.017,1.2447692462380017e+31,3.881327728427154e+30,1.960266529508664e+30,7.841066118034656e+29,1.960266529508664e+29,3.332453100164729e+29,0.5650000000000001,2.192950166561342e+30,0.065,0.865,1.2329862311491146e+29,0.006289890749999999,chip
2037,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,1.960266529508664e+31,0.756,0.124,0.06,0.03,0.01,0.02,1.4819614963085499e+31,2.4307304965907433e+30,1.1761599177051983e+30,5.8807995885259915e+29,1.960266529508664e+29,3.920533059017328e+29,0.515,1.2518262057442328e+30,0.041999999999999996,0.8150000000000001,4.285001102262509e+28,0.0021859278,chip
2037,capex_rich,allocation_training_race,capex_rich × allocation_training_race,1.960266529508664e+31,0.465,0.34099999999999997,0.114,0.04,0.02,0.02,9.115239362215288e+30,6.684508865624544e+30,2.234703843639877e+30,7.841066118034656e+29,3.920533059017328e+29,3.920533059017328e+29,0.665,4.445198395640322e+30,0.165,0.95,6.967848485166203e+29,0.03554541375,chip
2037,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,1.960266529508664e+31,0.55,0.186,0.194,0.04,0.01,0.02,1.0781465912297653e+31,3.646095744886115e+30,3.802917067246808e+30,7.841066118034656e+29,1.960266529508664e+29,3.920533059017328e+29,0.5650000000000001,2.0600440958606552e+30,0.08499999999999999,0.8150000000000001,1.4270955474074688e+29,0.00728010975,chip
2038,capex_rich,allocation_base,capex_rich × allocation_base,2.231736811418942e+31,0.64,0.192,0.1,0.04,0.01,0.018000000000000002,1.428311559308123e+31,4.284934677924369e+30,2.2317368114189422e+30,8.926947245675769e+29,2.2317368114189422e+29,4.017126260554096e+29,0.56,2.3995634196376467e+30,0.060000000000000005,0.86,1.2381747245330259e+29,0.005548032000000001,chip
2038,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,2.231736811418942e+31,0.764,0.116,0.06,0.03,0.01,0.02,1.7050469239240719e+31,2.588814701245973e+30,1.3390420868513653e+30,6.695210434256827e+29,2.2317368114189422e+29,4.4634736228378844e+29,0.51,1.3202954976354462e+30,0.038,0.81,4.063869541721903e+28,0.0018209448,chip
2038,capex_rich,allocation_training_race,capex_rich × allocation_training_race,2.231736811418942e+31,0.46,0.344,0.11599999999999999,0.04,0.02,0.02,1.0265989332527135e+31,7.677174631281161e+30,2.588814701245973e+30,8.926947245675769e+29,4.4634736228378844e+29,4.4634736228378844e+29,0.66,5.066935256645566e+30,0.16,0.95,7.701741590101261e+29,0.03451008,chip
2038,capex_rich,allocation_rnd_acceleration,capex_rich × allocation_rnd_acceleration,2.231736811418942e+31,0.55,0.184,0.196,0.04,0.01,0.02,1.2274552462804184e+31,4.106395733010853e+30,4.3742041503811266e+30,8.926947245675769e+29,2.2317368114189422e+29,4.4634736228378844e+29,0.56,2.299581610486078e+30,0.08,0.81,1.4901288835949786e+29,0.0066769920000000005,chip
2039,capex_rich,allocation_base,capex_rich × allocation_base,2.540584206322244e+31,0.645,0.186,0.1,0.04,0.01,0.019000000000000003,1.6386768130778474e+31,4.725486623759374e+30,2.540584206322244e+30,1.0162336825288976e+30,2.540584206322244e+29,4.827109992012264e+29,0.555,2.6226450761864526e+30,0.05500000000000001,0.855,1.2332988470766794e+29,0.004854390750000001,chip
2039,capex_rich,allocation_inference_heavy,capex_rich × allocation_inference_heavy,2.540584206322244e+31,0.772,0.10800000000000001,0.06,0.03,0.01,0.02,1.9613310072807723e+31,2.743830942828024e+30,1.5243505237933463e+30,7.621752618966732e+29,2.540584206322244e+29,5.081168412644488e+29,0.505,1.385634626128152e+30,0.033999999999999996,0.805,3.7924819717127517e+28,0.0014927598,chip
